Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,Instrument,Library Name,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue,treatment
SRR23914528,RNA-Seq,300,5793756300,PRJNA946653,SAMN33827148,2136164110,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725878,Illumina NovaSeq 6000,GSM7105351,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105351,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,AL
SRR23914529,RNA-Seq,300,7313550000,PRJNA946653,SAMN33827149,2634469339,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725877,Illumina NovaSeq 6000,GSM7105350,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105350,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,aDR
SRR23914530,RNA-Seq,300,6784081500,PRJNA946653,SAMN33827150,2454569838,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725876,Illumina NovaSeq 6000,GSM7105349,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105349,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,aDR
SRR23914531,RNA-Seq,300,1351887000,PRJNA946653,SAMN33827151,509173539,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725875,Illumina NovaSeq 6000,GSM7105348,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:20:00Z,1,GSM7105348,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,AL
SRR23914532,RNA-Seq,300,6835582800,PRJNA946653,SAMN33827152,2495972662,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725874,Illumina NovaSeq 6000,GSM7105347,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105347,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,aDR
SRR23914533,RNA-Seq,300,4875556200,PRJNA946653,SAMN33827153,1774673266,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725873,Illumina NovaSeq 6000,GSM7105346,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:28:00Z,1,GSM7105346,female,Entorhinal cortex,SRP428176,C57BL/6JN,Entorhinal cortex,aDR
SRR23914534,RNA-Seq,300,7721472300,PRJNA946653,SAMN33827154,2865273734,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725872,Illumina NovaSeq 6000,GSM7105345,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:28:00Z,1,GSM7105345,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,AL
SRR23914535,RNA-Seq,300,11902727400,PRJNA946653,SAMN33827155,4402421325,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725871,Illumina NovaSeq 6000,GSM7105344,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:45:00Z,1,GSM7105344,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,AL
SRR23914536,RNA-Seq,300,7822580700,PRJNA946653,SAMN33827156,2897869295,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725870,Illumina NovaSeq 6000,GSM7105343,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:34:00Z,1,GSM7105343,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,aDR
SRR23914537,RNA-Seq,300,6270426300,PRJNA946653,SAMN33827157,2253393076,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725869,Illumina NovaSeq 6000,GSM7105342,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:30:00Z,1,GSM7105342,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,AL
SRR23914538,RNA-Seq,300,4385283900,PRJNA946653,SAMN33827158,1584772208,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725868,Illumina NovaSeq 6000,GSM7105341,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:27:00Z,1,GSM7105341,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,aDR
SRR23914539,RNA-Seq,300,4179906300,PRJNA946653,SAMN33827159,1563931588,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725867,Illumina NovaSeq 6000,GSM7105340,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:33:00Z,1,GSM7105340,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,aDR
SRR23914540,RNA-Seq,300,5517711600,PRJNA946653,SAMN33827160,2015165002,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725866,Illumina NovaSeq 6000,GSM7105339,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:22:00Z,1,GSM7105339,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,AL
SRR23914541,RNA-Seq,300,8045778000,PRJNA946653,SAMN33826950,3025185576,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725865,Illumina NovaSeq 6000,GSM7105549,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:30:00Z,1,GSM7105549,female,Liver,SRP428176,C57BL/6JN,Liver,AL
SRR23914542,RNA-Seq,300,5452465200,PRJNA946653,SAMN33826951,2047019096,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725864,Illumina NovaSeq 6000,GSM7105548,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105548,female,Liver,SRP428176,C57BL/6JN,Liver,AL
SRR23914543,RNA-Seq,300,6139678800,PRJNA946653,SAMN33826952,2207173206,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725863,Illumina NovaSeq 6000,GSM7105547,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:51:00Z,1,GSM7105547,female,Liver,SRP428176,C57BL/6JN,Liver,DR
SRR23914544,RNA-Seq,300,7665259800,PRJNA946653,SAMN33826953,2876208298,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725862,Illumina NovaSeq 6000,GSM7105546,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105546,female,Liver,SRP428176,C57BL/6JN,Liver,AL
SRR23914545,RNA-Seq,300,2569614000,PRJNA946653,SAMN33826954,962014107,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725861,Illumina NovaSeq 6000,GSM7105545,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105545,female,Liver,SRP428176,C57BL/6JN,Liver,DR
SRR23914546,RNA-Seq,300,11016928800,PRJNA946653,SAMN33826955,4112741784,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725860,Illumina NovaSeq 6000,GSM7105544,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105544,female,Liver,SRP428176,C57BL/6JN,Liver,DR
SRR23914547,RNA-Seq,300,5696493900,PRJNA946653,SAMN33826956,2102139979,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725859,Illumina NovaSeq 6000,GSM7105543,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105543,female,Liver,SRP428176,C57BL/6JN,Liver,AL
SRR23914548,RNA-Seq,300,7845750900,PRJNA946653,SAMN33826957,2957184764,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725858,Illumina NovaSeq 6000,GSM7105542,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:37:00Z,1,GSM7105542,female,Liver,SRP428176,C57BL/6JN,Liver,DR
SRR23914549,RNA-Seq,300,3781554900,PRJNA946653,SAMN33826958,1409066932,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725857,Illumina NovaSeq 6000,GSM7105541,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105541,female,Liver,SRP428176,C57BL/6JN,Liver,DR
SRR23914550,RNA-Seq,300,6273236400,PRJNA946653,SAMN33826959,2320270457,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725856,Illumina NovaSeq 6000,GSM7105540,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:30:00Z,1,GSM7105540,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,PBS
SRR23914551,RNA-Seq,300,8582943300,PRJNA946653,SAMN33826960,3032023165,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725855,Illumina NovaSeq 6000,GSM7105539,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105539,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,YMP
SRR23914552,RNA-Seq,300,5344570200,PRJNA946653,SAMN33826961,1965485372,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725854,Illumina NovaSeq 6000,GSM7105538,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105538,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,PBS
SRR23914553,RNA-Seq,300,6556581300,PRJNA946653,SAMN33826962,2385283517,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725853,Illumina NovaSeq 6000,GSM7105537,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:40:00Z,1,GSM7105537,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,YMP
SRR23914554,RNA-Seq,300,4014740100,PRJNA946653,SAMN33826963,1479121196,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725852,Illumina NovaSeq 6000,GSM7105536,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105536,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,PBS
SRR23914555,RNA-Seq,300,4991649300,PRJNA946653,SAMN33826964,1838725538,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725851,Illumina NovaSeq 6000,GSM7105535,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105535,male,Visual cortex,SRP428176,C57BL/6JN,Visual cortex,YMP
SRR23914556,RNA-Seq,300,4616089200,PRJNA946653,SAMN33826965,1710821412,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725850,Illumina NovaSeq 6000,GSM7105534,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:27:00Z,1,GSM7105534,male,Thalamus,SRP428176,C57BL/6JN,Thalamus,PBS
SRR23914557,RNA-Seq,300,5099154000,PRJNA946653,SAMN33826966,1869507509,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725849,Illumina NovaSeq 6000,GSM7105533,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105533,male,Thalamus,SRP428176,C57BL/6JN,Thalamus,YMP
SRR23914558,RNA-Seq,300,6233781300,PRJNA946653,SAMN33826967,2224859302,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725848,Illumina NovaSeq 6000,GSM7105532,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:28:00Z,1,GSM7105532,male,Thalamus,SRP428176,C57BL/6JN,Thalamus,PBS
SRR23914559,RNA-Seq,300,4819686900,PRJNA946653,SAMN33826968,1789855119,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19725847,Illumina NovaSeq 6000,GSM7105531,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105531,male,Thalamus,SRP428176,C57BL/6JN,Thalamus,YMP
SRR23914560,RNA-Seq,300,6458814900,PRJNA946653,SAMN33827161,2369672308,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725846,Illumina NovaSeq 6000,GSM7105338,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105338,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,aDR
SRR23914561,RNA-Seq,300,7185455700,PRJNA946653,SAMN33827162,2567428804,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725845,Illumina NovaSeq 6000,GSM7105337,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105337,female,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,aDR
SRR23914562,RNA-Seq,300,9726736200,PRJNA946653,SAMN33827163,3385904110,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725844,Illumina NovaSeq 6000,GSM7105336,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:33:00Z,1,GSM7105336,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,AL
SRR23914563,RNA-Seq,300,10658633400,PRJNA946653,SAMN33827164,3805671430,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725843,Illumina NovaSeq 6000,GSM7105335,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:37:00Z,1,GSM7105335,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,AL
SRR23914564,RNA-Seq,300,8925509700,PRJNA946653,SAMN33827165,3288953796,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725842,Illumina NovaSeq 6000,GSM7105334,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105334,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,aDR
SRR23914565,RNA-Seq,300,3197399100,PRJNA946653,SAMN33827166,1188725848,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725841,Illumina NovaSeq 6000,GSM7105333,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:22:00Z,1,GSM7105333,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,AL
SRR23914566,RNA-Seq,300,3681313200,PRJNA946653,SAMN33827167,1346123903,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725840,Illumina NovaSeq 6000,GSM7105332,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105332,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,aDR
SRR23914567,RNA-Seq,300,6352043100,PRJNA946653,SAMN33827168,2363832350,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725839,Illumina NovaSeq 6000,GSM7105331,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105331,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,aDR
SRR23914568,RNA-Seq,300,3955976400,PRJNA946653,SAMN33827169,1449785145,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725838,Illumina NovaSeq 6000,GSM7105330,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105330,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,AL
SRR23914569,RNA-Seq,300,3992472900,PRJNA946653,SAMN33827170,1437020622,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725837,Illumina NovaSeq 6000,GSM7105329,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105329,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,aDR
SRR23914570,RNA-Seq,300,2430039000,PRJNA946653,SAMN33827171,891417139,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725836,Illumina NovaSeq 6000,GSM7105328,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105328,female,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,aDR
SRR23914571,RNA-Seq,300,5093929800,PRJNA946653,SAMN33827172,1888722112,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725835,Illumina NovaSeq 6000,GSM7105327,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105327,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,AL
SRR23914572,RNA-Seq,300,4498682100,PRJNA946653,SAMN33827173,1665862763,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725834,Illumina NovaSeq 6000,GSM7105326,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:24:00Z,1,GSM7105326,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,AL
